Account,classification,trades,total_pnl,win_rate
0x083384f897ee0f19899168e3b1bec365f52a9012,Extreme Fear,37,124769.221441,1.0
0x083384f897ee0f19899168e3b1bec365f52a9012,Fear,1051,1113373.547515,0.89058039961941
0x083384f897ee0f19899168e3b1bec365f52a9012,Neutral,245,125650.11674,1.0
0x083384f897ee0f19899168e3b1bec365f52a9012,Greed,153,276719.270187,0.6013071895424836
0x083384f897ee0f19899168e3b1bec365f52a9012,Extreme Greed,246,-40282.335904,0.25609756097560976
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Extreme Fear,62,-4235.153050999999,0.8225806451612904
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Fear,1572,-1658.7368009999998,0.7977099236641222
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Neutral,394,-11933.080125,0.6598984771573604
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Greed,1662,30053.395556,0.7111913357400722
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,Extreme Greed,476,35658.894935000004,1.0
0x271b280974205ca63b716753467d5a371de622ab,Extreme Fear,306,16706.884912,0.9803921568627451
0x271b280974205ca63b716753467d5a371de622ab,Fear,756,30121.91049,0.9444444444444444
0x271b280974205ca63b716753467d5a371de622ab,Neutral,235,-19038.340561,0.0
0x271b280974205ca63b716753467d5a371de622ab,Greed,306,-100019.806374,0.43137254901960786
0x271b280974205ca63b716753467d5a371de622ab,Extreme Greed,4,1793.1602149999999,1.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Extreme Fear,278,-25666.012284,0.5935251798561151
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Fear,673,13422.524859,0.8945022288261516
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Neutral,442,5505.749364,0.9366515837104072
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Greed,1440,31192.591971,0.925
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,Extreme Greed,3939,108009.960644,0.8441228738258442
0x2c229d22b100a7beb69122eed721cee9b24011dd,Extreme Fear,77,11415.247787,1.0
0x2c229d22b100a7beb69122eed721cee9b24011dd,Fear,267,3979.190772,0.6179775280898876
0x2c229d22b100a7beb69122eed721cee9b24011dd,Neutral,678,42292.843076,0.8613569321533924
0x2c229d22b100a7beb69122eed721cee9b24011dd,Greed,167,20075.672949,0.8203592814371258
0x2c229d22b100a7beb69122eed721cee9b24011dd,Extreme Greed,871,90895.05041,0.8277841561423651
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Fear,187,-56967.825773000004,0.15508021390374332
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,193,-467.058896,0.9015544041450777
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,31,-1228.907104,0.6451612903225806
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,81,-3531.989984,0.9135802469135802
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Greed,78,30992.181771,0.9487179487179487
0x39cef799f8b69da1995852eea189df24eb5cae3c,Extreme Fear,1057,-76179.494853,0.4768211920529801
0x39cef799f8b69da1995852eea189df24eb5cae3c,Fear,504,54685.021109,0.9404761904761905
0x39cef799f8b69da1995852eea189df24eb5cae3c,Neutral,113,10953.24796,1.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,Greed,29,10591.760255,0.9655172413793104
0x39cef799f8b69da1995852eea189df24eb5cae3c,Extreme Greed,64,14406.384865,0.890625
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Fear,19,110.553364,1.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Fear,49,4256.559309,1.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Neutral,1,8019.163096,1.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,13,4239.816383,1.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Greed,76,36870.155091,1.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Extreme Fear,3,9461.082288,1.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Fear,35,99648.278349,1.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Neutral,25,74293.663505,1.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Greed,2,12082.95,1.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,Extreme Greed,25,4019.61859,1.0
0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,24,5615.052102,1.0
0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,68,58961.37973,1.0
0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,492,227680.491734,1.0
0x430f09841d65beb3f27765503d0f850b8bce7713,Extreme Greed,15,124284.948775,1.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Fear,191,-14527.442518,0.5392670157068062
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Fear,429,9999.484228,0.8111888111888111
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Neutral,345,4029.241688,0.8347826086956521
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Greed,1428,36566.483324,0.834733893557423
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Greed,1270,67275.949439,0.8503937007874016
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Fear,311,166696.399486,0.9807073954983923
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,599,296781.722858,0.9532554257095158
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,506,97380.090931,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,721,96392.783186,0.9375866851595007
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Greed,96,20496.054182,0.625
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Fear,159,74346.546606,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,477,-19126.158064,0.8616352201257862
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,574,45514.323221,0.9494773519163763
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,849,79023.471493,0.944640753828033
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,890,129217.68646,0.9168539325842696
0x513b8629fe877bb581bf244e326a047b249c4ff1,Extreme Fear,157,-71121.820704,0.6687898089171974
0x513b8629fe877bb581bf244e326a047b249c4ff1,Fear,2576,367166.216924,0.860248447204969
0x513b8629fe877bb581bf244e326a047b249c4ff1,Neutral,1443,381330.49405,0.9667359667359667
0x513b8629fe877bb581bf244e326a047b249c4ff1,Greed,1306,163047.664946,0.9134762633996937
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Fear,46,2037.258612,0.9565217391304348
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,82,2040.359057,0.9634146341463414
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Neutral,23,1258.120923,1.0
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Greed,122,30203.401038,1.0
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Greed,153,73192.077142,1.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Extreme Fear,312,33980.0,1.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Fear,156,-58219.752261,0.32051282051282054
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Greed,269,453595.31817600003,0.6988847583643123
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Fear,187,198900.56161,0.49732620320855614
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Fear,305,144514.3446,0.9114754098360656
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,5,-4526.698469,0.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,60,21077.717,1.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Greed,1,573.585288,1.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Fear,291,25672.838055,0.993127147766323
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,1498,49364.275663,0.8658210947930574
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,1197,-2605.9564710000004,0.87468671679198
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2240,95937.394195,0.9441964285714286
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Greed,3434,210726.855269,0.953407105416424
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Fear,397,3222.822132,0.9848866498740554
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,287,4036.552319,0.8885017421602788
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Neutral,17,-395.0559780000001,0.8235294117647058
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Greed,44,6775.291988000001,1.0
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Greed,1,1260.832586,1.0
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Fear,55,12713.493131000001,0.8
0x8170715b3b381dffb7062c0298972d4727a0a63b,Fear,607,151292.732859,0.8533772652388797
0x8170715b3b381dffb7062c0298972d4727a0a63b,Neutral,354,47610.460743999996,0.8192090395480226
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,1290,-360101.898234,0.7007751937984497
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Greed,35,-19135.913281,0.14285714285714285
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Fear,25,-4825.496358,0.4
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Fear,19,258.41533,1.0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,518,12960.109958,0.8822393822393823
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,145,57108.9113,0.9862068965517241
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Greed,7,11.717676000000012,0.2857142857142857
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Fear,167,1774.309786,0.8083832335329342
0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,584,9299.484548,0.8253424657534246
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,942,808.3427170000001,0.6549893842887473
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,3366,-24036.539128,0.4025549613784908
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,1500,56071.411052999996,0.8933333333333333
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,33,3425.96095,1.0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,7,-621.54506,0.0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,419,60254.251561,0.9665871121718377
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,433,63520.274683,1.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,62,1011.258943,0.9838709677419355
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,743,12934.469345,0.9959623149394348
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,1826,9467.021637,0.9446878422782037
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,1400,35098.877549,0.9921428571428571
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,1530,47791.247782,0.9679738562091503
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,4,-961.048507,0.0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,13,-16719.913714000002,0.23076923076923078
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,2,-53.631353999999995,0.0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,103,44169.810737,1.0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,133,46411.26711,1.0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Fear,6,622.41079,1.0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,43,8129.3406589999995,1.0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,76,38168.35486,1.0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,105,20925.513222,1.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,207,14542.702934,0.7198067632850241
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,20,7157.683579,1.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,2,43.2005,1.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,1,15.24474,1.0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,398,9544.906134,0.5778894472361809
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,989,93165.161357,0.993933265925177
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,1535,401309.434693,0.8514657980456026
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,2464,534058.23633,0.6530032467532467
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,893,1105304.859175,0.9384098544232923
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,830,-33221.806818,0.6385542168674698
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,1643,51692.358711,0.91661594643944
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,168,4017.948928,0.5119047619047619
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,1700,261917.977792,1.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,6283,620872.375844,0.9863122712080217
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,2011,57368.780126,1.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,3,4.672458,0.3333333333333333
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,171,37712.523408999994,0.5672514619883041
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,700,236797.727737,0.8414285714285714
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,149,-90302.553718,0.4563758389261745
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,100,30258.203855,0.85
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,57,6053.160569999998,0.45614035087719296
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,2878,30774.092128,0.7293259207783183
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,6437,55978.79696,0.7546993941276993
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,4292,27116.682664,0.6598322460391426
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,4424,243399.51314,0.7707956600361664
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,4520,478811.468185,0.8869469026548673
